,level_0,Card,Tags
238,238,Twiddle,"['hate-artifact', 'refund', 'single english word name', 'synergy-artifact', 'tapper-artifact', 'tapper-creature', 'tapper-land', 'twiddle', 'untapper-artifact', 'untapper-creature', 'untapper-land', 'card names', 'tapper', 'untapper']"
239,239,Two-Headed Giant of Foriys,"['block additional', 'synergy-blocker-self']"
240,240,Underground Sea,"['cycle-abu-dual-land', 'nonbasic-basic-land-type', 'cycle', 'cycle-dual-land', 'cycle-land']"
241,241,Unholy Strength,[]
242,242,Unsummon,"['removal-creature-bounce', 'removal', 'removal-creature']"
243,243,Uthden Troll,['regenerates self']
244,244,Verduran Enchantress,"['cast trigger-you', 'creature type erratum', 'enchantment engine', 'repeatable draw', 'synergy-enchantment', 'card advantage', 'cast trigger', 'draw']"
245,245,Vesuvan Doppelganger,"['clone', 'creature type erratum', 'faux targeting', 'copy', 'copy-creature']"
246,246,Veteran Bodyguard,"['creature type erratum', 'damage prevention-you', 'damage redirection', 'hate-attacker', 'damage prevention']"
247,247,Volcanic Eruption,"['burn player-each', 'hate-mountain', 'removal-land', 'sweeper-creature-burn', 'burn', 'burn player', 'removal', 'sweeper', 'sweeper-creature']"
248,248,Wall of Air,"['drawback', 'french vanilla', 'flavors of vanilla']"
249,249,Wall of Bone,"['creature type erratum', 'drawback', 'regenerates self']"
250,250,Wall of Brambles,"['creature type erratum', 'drawback', 'regenerates self']"
251,251,Wall of Fire,"['cycle-m15-wall', 'firebreathing', 'mana sink', 'cycle']"
252,252,Wall of Ice,"['drawback', 'french vanilla', 'flavors of vanilla']"
253,253,Wall of Stone,"['drawback', 'french vanilla', 'flavors of vanilla']"
254,254,Wall of Swords,"['creature type erratum', 'drawback', 'french vanilla', 'flavors of vanilla']"
255,255,Wall of Water,"['alliteration', 'firebreathing', 'mana sink', 'card names']"
256,256,Wall of Wood,"['alliteration', 'drawback', 'french vanilla', 'card names', 'flavors of vanilla']"
257,257,Wanderlust,"['burn player', 'parasitic', 'single english word name', 'burn', 'card names']"
258,258,War Mammoth,"['creature type erratum', 'french vanilla', 'flavors of vanilla']"
259,259,Warp Artifact,"['burn player', 'hate-artifact', 'parasitic', 'burn']"
260,260,Water Elemental,[]
261,261,Weakness,"['removal-creature-toughness', 'single english word name', 'card names', 'removal', 'removal-creature']"
262,262,Web,"['creature type erratum', 'mana sink', 'mill-any', 'mill']"
263,263,Wheel of Fortune,"['discard hand', 'discard outlet', 'symmetrical', 'wheel-symmetrical', 'card advantage', 'wheel']"
264,264,White Knight,"['creature type erratum', 'evasion', 'french vanilla', 'hate-black', 'mirrored knight', 'rhyming name', 'card names', 'flavors of vanilla', 'hate-color']"
265,265,White Ward,"['alliteration', 'cycle-lea-ward', 'gives protection', 'gives-evasion', 'hate-white', 'card names', 'color ward', 'cycle', 'hate-color']"
266,266,Wild Growth,"['mana increaser', 'ramp']"
267,267,Will-o'-the-Wisp,"['alliteration', 'creature type erratum', 'evasion', 'regenerates self', 'card names']"
268,268,Winter Orb,"['deprecated untapped artifact', 'stasis', 'symmetrical', 'deprecated mechanics']"
269,269,Wooden Sphere,"['cast trigger', 'cycle-lucky-charm', 'hate-green', 'lifegain', 'synergy-green', 'cycle', 'hate-color']"
270,270,Word of Command,"['cycle-lea-slush-art', 'rules nightmare', 'theft-cast', 'turn control', 'control changing effects', 'cycle', 'theft']"
271,271,Wrath of God,"['sweeper-creature-destroy', 'sweeper', 'sweeper-creature']"
272,272,Zombie Master,"['creature type erratum', 'evasion', 'gives swampwalk', 'noncreature tribal', 'regenerates other', 'tribal-zombie', 'gives landwalk', 'gives-evasion', 'typal', 'typal-creature']"
273,273,Circle of Protection: Black,[]
274,274,Volcanic Island,"['cycle-abu-dual-land', 'nonbasic-basic-land-type', 'cycle', 'cycle-dual-land', 'cycle-land']"
275,275,Abu Ja'far,"['creature type erratum', 'death trigger-self', 'hate-blocker', 'removal-creature-destroy', 'synergy-blocker-self', 'virtual legendary', 'death trigger', 'leaves battlefield trigger', 'removal', 'removal-creature']"
276,276,Aladdin,"['creature type erratum', 'theft-artifact', 'virtual legendary', 'control changing effects', 'theft']"
277,277,Aladdin's Lamp,"['delayed replacement effect', 'draw matters', 'impulse', 'mana sink', 'namesake-spell', 'virtual legendary', 'card advantage', 'card names']"
278,278,Aladdin's Ring,"['burn any', 'namesake-spell', 'virtual legendary', 'burn', 'card names']"
279,279,Ali Baba,"['creature type erratum', 'hate-tribal-wall', 'noncreature tribal', 'tapper-creature', 'virtual legendary', 'hate-tribal', 'tapper', 'typal', 'typal-creature']"
280,280,Ali from Cairo,"['creature type erratum', 'damage prevention', 'damage prevention-you', 'virtual legendary', 'worship']"
281,281,Army of Allah,"['alliteration', 'synergy-attacker', 'card names']"
282,282,Bazaar of Baghdad,"['alliteration', 'loot', 'manaless land', 'blue effect', 'card advantage', 'card names', 'discard outlet']"
283,283,Bird Maiden,"['creature type erratum', 'evasion', 'french vanilla', 'unique type line', 'flavors of vanilla']"
284,284,Bottle of Suleiman,"['coin flip', 'drawback', 'egg', 'namesake-spell', 'unprinted token', 'card names', 'sacrifice self']"
285,285,Brass Man,"['creature type erratum', ""doesn't untap"", 'untaps self']"
286,286,Camel,"['gives menace', 'gives pp counters', 'graveyard fuel', 'power boost to all', 'repeatable token generator', 'synergy-food', 'synergy-sacrifice', 'tribal-squirrel', 'evasion', 'gives-evasion', 'typal', 'typal-creature']"
287,287,City in a Bottle,"['prevent cast', 'set matters', 'state trigger', 'sweeper-permanent-sacrifice', 'symmetrical', 'unique cr reference', 'sweeper', 'sweeper-artifact', 'sweeper-creature', 'sweeper-enchantment', 'sweeper-land', 'sweeper-permanent', 'sweeper-planeswalker']"
288,288,City of Brass,"['drawback', 'mana fix', 'painland', 'rainbow land', 'virtual legendary', 'life payment']"
289,289,Cuombajj Witches,"['burn any', 'creature type erratum', 'opponent chooses', 'pinger', 'burn']"
290,290,Cyclone,"['burn player-each', 'counters matter', 'single english word name', 'sweeper-creature-burn', 'symmetrical', 'upkeep cost', 'burn', 'burn player', 'card names', 'sweeper', 'sweeper-creature']"
291,291,Dancing Scimitar,"['creature type erratum', 'evasion', 'french vanilla', 'flavors of vanilla']"
292,292,Dandân,"['creature type erratum', 'drawback', 'landhome', 'restricted attacker', 'state trigger', 'deprecated mechanics']"
293,293,Desert,"['cycle-basic-land', 'eponymous', 'single english word name', 'unique type line', 'card names', 'cycle', 'cycle-land', 'cycle-mono-land']"
294,294,Desert Nomads,"['creature type erratum', 'damage prevention', 'damage prevention-self', 'evasion', 'hate-desert']"
295,295,Desert Twister,"['color break', 'removal-permanent-destroy', 'removal', 'removal-artifact', 'removal-battle', 'removal-creature', 'removal-enchantment', 'removal-land', 'removal-permanent', 'removal-planeswalker']"
296,296,Diamond Valley,"['lifegain', 'manaless land', 'sacrifice outlet-creature', 'toughness matters', 'sacrifice outlet']"
297,297,Drop of Honey,"['color break', 'faux targeting', 'power matters', 'removal-creature-destroy', 'state trigger', 'removal', 'removal-creature']"
298,298,Ebony Horse,"['damage prevention', 'fog-selective', 'synergy-attacker', 'untapper-creature', 'fog', 'untapper']"
299,299,Elephant Graveyard,"['creature type erratum', 'protects-creature', 'regenerates other', 'tribal-elephant', 'utility land', 'protects-permanent', 'typal', 'typal-creature']"
300,300,El-Hajjâj,"['creature type erratum', 'old lifelink', 'virtual legendary', 'deprecated mechanics', 'lifegain']"
301,301,Erg Raiders,"['creature type erratum', 'synergy-attacker-self']"
302,302,Erhnam Djinn,"['anagram', 'commonly nicknamed', 'cycle-arn-djinn', 'drawback', 'vanity card', 'card names', 'cycle']"
303,303,Eye for an Eye,"['alliteration', 'bible reference', 'delayed replacement effect', 'spite damage', 'card names']"
304,304,Fishliver Oil,"['evasion', 'gives islandwalk', 'gives landwalk', 'gives-evasion']"
305,305,Flying Carpet,"['evasion', 'gives flying', 'gives-evasion']"
306,306,Flying Men,"['creature type erratum', 'evasion', 'french vanilla', 'flavors of vanilla']"
307,307,Ghazbán Ogre,"['defector', 'drawback', 'control changing effects']"
308,308,Giant Tortoise,"['boost-toughness', 'creature type erratum']"
309,309,Guardian Beast,"['creature type erratum', 'gives indestructible', 'hate-aura', 'homeward effect', 'protects-artifact', 'synergy-artifact', 'synergy-aura', 'protects-permanent']"
310,310,Hasran Ogress,"['attack trigger', 'drawback']"
311,311,Hurr Jackal,['stops regeneration']
312,312,Ifh-Bíff Efreet,"['any player ability', 'burn player-each', 'cycle-arn-efreet', 'evasion', 'hate-flying', 'hurricane', 'rhyming name', 'sweeper-creature-burn', 'symmetrical', 'vanity card', 'burn', 'burn player', 'card names', 'cycle', 'sweeper', 'sweeper-creature']"
313,313,Island Fish Jasconius,"['creature type erratum', ""doesn't untap"", 'drawback', 'landhome', 'restricted attacker', 'state trigger', 'untaps self', 'virtual legendary', 'deprecated mechanics']"
314,314,Island of Wak-Wak,"['alliteration', 'fun ruling', 'hate-flying', 'humble', 'manaless land', 'misnomer', 'virtual legendary', 'card names']"
315,315,Jandor's Ring,"['discard outlet-last drawn', 'namesake-spell', 'rummage', 'virtual legendary', 'card advantage', 'card names', 'discard outlet', 'red effect']"
316,316,Jandor's Saddlebags,"['namesake-spell', 'untapper-creature', 'virtual legendary', 'card names', 'untapper']"
317,317,Junún Efreet,"['cycle-arn-efreet', 'drawback', 'evasion', 'upkeep cost', 'cycle']"
318,318,Juzám Djinn,"['cycle-arn-djinn', 'drawback', 'cycle']"
319,319,Khabál Ghoul,"['creature type erratum', 'gains pp counters', 'morbid', 'requires notation']"
320,320,King Suleiman,"['creature type erratum', 'hate-set-mechanic', 'hate-tribal-djinn', 'hate-tribal-efreet', 'noncreature tribal', 'removal-creature-destroy', 'tribal coupling', 'virtual legendary', 'hate-tribal', 'removal', 'removal-creature', 'typal', 'typal-creature']"
321,321,Kird Ape,['synergy-forest']
322,322,Magnetic Mountain,"['alliteration', 'hate-blue', 'lockdown', 'lockdown-creature', 'untapper-creature', 'card names', 'hate-color', 'untapper']"
323,323,Merchant Ship,"['creature type erratum', 'drawback', 'landhome', 'lifegain', 'restricted attacker', 'state trigger', 'synergy-attacker-self', 'unblocked trigger', 'deprecated mechanics']"
324,324,Metamorphosis,"['adds multiple mana', 'mana value matters', 'restricted mana', 'ritual', 'sacrifice outlet-creature', 'single english word name', 'card names', 'ramp', 'sacrifice outlet']"
325,325,Mijae Djinn,"['anagram', 'attack trigger', 'coin flip', 'cycle-arn-djinn', 'drawback', 'remove from combat', 'vanity card', 'card names', 'cycle']"
326,326,Moorish Cavalry,"['creature type erratum', 'french vanilla', 'flavors of vanilla']"
327,327,Nafs Asp,"['creature type erratum', 'delayed triggered ability', 'opponent loses life', 'punisher', 'saboteur', 'special action', 'dilemma']"
328,328,Oasis,"['damage prevention', 'damage prevention-creature', 'manaless land', 'single english word name', 'card names']"
329,329,Old Man of the Sea,"['creature type erratum', 'power matters-self', 'theft-creature', 'virtual legendary', 'control changing effects', 'power matters', 'theft']"
330,330,Oubliette,"['banish-creature', 'meme', 'phasing', 'removal-aura', 'removal-equipment', 'single english word name', 'tapper-creature', 'banish', 'card names', 'removal', 'removal-creature', 'removal-creature-exile', 'tapper']"
331,331,Piety,"['single english word name', 'synergy-blocker', 'card names']"
332,332,Pyramids,"['delayed replacement effect', 'modal', 'removal-aura-destroy', 'single english word name', 'synergy-creatureland', 'card names', 'removal', 'removal-aura']"
333,333,Repentant Blacksmith,"['creature type erratum', 'evasion', 'french vanilla', 'hate-red', 'flavors of vanilla', 'hate-color']"
334,334,Ring of Ma'rûf,"['delayed replacement effect', 'draw matters', 'virtual legendary', 'wish']"
335,335,Rukh Egg,"['creature type erratum', 'death trigger-self', 'delayed triggered ability', 'unique token', 'death trigger', 'leaves battlefield trigger']"
336,336,Sandals of Abdallah,"['buff pact', 'evasion', 'gives islandwalk', 'namesake-spell', 'virtual legendary', 'card names', 'gives landwalk', 'gives-evasion']"
337,337,Sandstorm,"['hate-attacker', 'removal-creature-burn', 'single english word name', 'burn', 'card names', 'removal', 'removal-creature']"
338,338,Serendib Djinn,"['cycle-arn-djinn', 'drawback', 'evasion', 'landhome', 'sacrifice outlet-land', 'state trigger', 'upkeep cost', 'cycle', 'deprecated mechanics', 'sacrifice outlet']"
339,339,Serendib Efreet,"['cycle-arn-efreet', 'drawback', 'evasion', 'cycle']"
340,340,Sindbad,"['creature type erratum', 'discard outlet', 'discard outlet-last drawn', 'repeatable draw', 'virtual legendary', 'card advantage', 'draw']"
341,341,Singing Tree,"['creature type erratum', 'hate-attacker', 'humble']"
342,342,Sorceress Queen,"['creature type erratum', 'humble']"
343,343,Unstable Mutation,"['gives mm counters', 'removal-creature', 'removal']"
344,344,War Elephant,"['french vanilla', 'flavors of vanilla']"
345,345,Wyluli Wolf,"['anagram', 'vanity card', 'card names']"
346,346,Ydwen Efreet,"['anagram', 'block trigger', 'coin flip', 'cycle-arn-efreet', 'drawback', 'remove from combat', 'restricted blocker', 'vanity card', 'card names', 'cycle']"
347,347,Amulet of Kroog,['damage prevention']
348,348,Argivian Archaeologist,"['alliteration', 'creature type erratum', 'regrowth-artifact', 'synergy-artifact', 'card advantage', 'card names', 'recursion', 'recursion-artifact', 'regrowth']"
349,349,Argivian Blacksmith,"['creature type erratum', 'damage prevention', 'damage prevention-creature', 'synergy-artifact-creature']"
350,350,Argothian Pixies,"['damage prevention', 'damage prevention-self', 'evasion', 'hate-artifact-creature']"
351,351,Argothian Treefolk,"['damage prevention', 'damage prevention-self', 'hate-artifact']"
352,352,Armageddon Clock,"['any player ability', 'burn player-each', 'counters matter', 'burn', 'burn player']"
353,353,Artifact Blast,"['counterspell-artifact', 'interrupt', 'blue effect', 'counterspell', 'deprecated card types']"
354,354,Artifact Possession,"['burn player', 'hate-activation', 'hate-artifact', 'hate-tapped', 'parasitic', 'burn']"
355,355,Artifact Ward,"['damage prevention', 'damage prevention-creature', 'evasion', 'hate-artifact', 'hate-artifact-creature', 'pseudo-shroud']"
356,356,Ashnod's Altar,"['adds multiple mana', 'alliteration', 'free sacrifice outlet', 'mana rock', 'namesake-spell', 'sacrifice outlet-creature', 'virtual legendary', 'card names', 'mana producer', 'ramp', 'sacrifice outlet']"
357,357,Ashnod's Battle Gear,"['flowstone', 'namesake-spell', 'pseudo-equipment', 'card names', 'deprecated mechanics']"
358,358,Ashnod's Transmogrant,"['artifactify', 'egg', 'gives pp counters', 'namesake-spell', 'untracked indefinite effect', 'card names', 'indefinite effect', 'sacrifice self', 'type change']"
359,359,Atog,"['anagram', 'cycle-monocolor-atog', 'eponymous', 'free sacrifice outlet', 'sacrifice outlet-artifact', 'synergy-artifact', 'card names', 'cycle', 'sacrifice outlet']"
360,360,Battering Ram,"['block trigger', 'creature type erratum', 'gains banding', 'hate-blocker', 'hate-tribal-wall', 'removal-creature-destroy', 'hate-tribal', 'removal', 'removal-creature']"
361,361,Candelabra of Tawnos,"['mana sink', 'namesake-spell', 'ramp', 'untapper-land', 'card names', 'untapper']"
